time	W	Freq	Temp
1615070948.33	6.031	1300000	70.0	
1615070948.53	6.031	1200000	69.0	
1615070948.73	6.031	1300000	69.0	
1615070948.93	5.901	1400000	70.0	
1615070949.13	5.901	1300000	70.0	
1615070949.33	5.901	1200000	69.0	
1615070949.53	5.901	1300000	70.0	
1615070949.73	5.901	1400000	70.0	
1615070949.93	5.901	1300000	70.0	
1615070950.13	5.901	1200000	69.0	
1615070950.33	5.901	1300000	69.0	
1615070950.53	5.901	1200000	69.0	
1615070950.73	5.901	1300000	69.0	
1615070950.93	5.828	1400000	70.0	
1615070951.13	5.828	1300000	70.0	
1615070951.33	5.828	1200000	69.0	
1615070951.53	5.828	1300000	69.0	
1615070951.73	6.13	1400000	70.0	
1615070951.93	6.13	1300000	69.0	
1615070952.13	6.13	1400000	70.0	
1615070952.33	6.13	1300000	70.0	
1615070952.53	6.13	1200000	69.0	
1615070952.73	6.13	1300000	69.0	
1615070952.93	6.187	1400000	70.0	
1615070953.14	6.187	1300000	70.0	
1615070953.34	6.187	1200000	69.0	
1615070953.54	6.187	1300000	69.0	
1615070953.74	5.752	1400000	70.0	
1615070953.94	5.752	1300000	70.0	
1615070954.14	5.752	1200000	69.0	
1615070954.34	5.752	1300000	69.0	
1615070954.54	5.752	1400000	70.0	
1615070954.74	5.752	1300000	70.0	
1615070954.94	5.752	1200000	69.0	
1615070955.14	6.473	1300000	69.0	
1615070955.34	6.473	1200000	69.0	
1615070955.54	6.473	1300000	69.0	
1615070955.74	6.473	1400000	70.0	
1615070955.94	6.168	1300000	70.0	
1615070956.14	6.168	1200000	69.0	
1615070956.34	6.168	1300000	69.0	
1615070956.54	6.168	1400000	70.0	
1615070956.74	6.397	1300000	70.0	
1615070956.94	6.397	1200000	69.0	
1615070957.14	6.397	1300000	69.0	
1615070957.34	6.397	1400000	70.0	
1615070957.54	6.397	1300000	70.0	
1615070957.74	6.393	1200000	69.0	
1615070957.95	6.393	1300000	69.0	
1615070958.15	6.393	1400000	70.0	
1615070958.35	6.393	1300000	70.0	
1615070958.55	6.393	1200000	69.0	
1615070958.75	6.393	1300000	69.0	
1615070958.95	5.878	1400000	70.0	
1615070959.15	5.878	1300000	70.0	
1615070959.35	5.878	1200000	69.0	
1615070959.55	5.878	1300000	69.0	
1615070959.75	5.878	1400000	70.0	
1615070959.95	6.0	1300000	69.0	
1615070960.15	6.0	1400000	70.0	
1615070960.35	6.0	1300000	70.0	
1615070960.55	6.0	1200000	69.0	
1615070960.75	6.126	1300000	70.0	
1615070960.95	6.126	1200000	69.0	
1615070961.15	6.126	1300000	69.0	
1615070961.35	6.126	1400000	70.0	
1615070961.55	6.126	1300000	70.0	
1615070961.75	6.126	1200000	69.0	
1615070961.95	6.443	1300000	69.0	
1615070962.15	6.443	1200000	69.0	
1615070962.35	6.443	1300000	69.0	
1615070962.55	6.443	1400000	70.0	
1615070962.76	6.47	1300000	70.0	
1615070962.96	6.47	1200000	69.0	
1615070963.16	6.47	1300000	69.0	
1615070963.36	6.47	1200000	69.0	
1615070963.56	6.47	1300000	69.0	
1615070963.76	5.706	1400000	70.0	
1615070963.96	5.706	1300000	70.0	
1615070964.16	5.706	1200000	69.0	
1615070964.36	5.706	1300000	69.0	
1615070964.56	5.706	1200000	69.0	
1615070964.76	5.958	1300000	69.0	
1615070964.96	5.958	1400000	70.0	
1615070965.16	5.958	1300000	70.0	
1615070965.36	5.958	1200000	69.0	
1615070965.56	5.958	1300000	69.0	
1615070965.76	5.958	1400000	70.0	
1615070965.96	5.958	1300000	70.0	
1615070966.16	5.958	1200000	69.0	
1615070966.36	5.958	1300000	69.0	
1615070966.56	5.828	1200000	69.0	
1615070966.76	5.828	1300000	69.0	
1615070966.96	6.042	1400000	70.0	
1615070967.16	6.042	1300000	70.0	
1615070967.37	6.042	1200000	69.0	
1615070967.57	6.042	1300000	69.0	
1615070967.77	5.565	1400000	70.0	
1615070967.97	5.565	1300000	70.0	
1615070968.17	5.565	1200000	69.0	
1615070968.37	5.565	1300000	69.0	
1615070968.57	5.565	1400000	70.0	
1615070968.77	6.458	1300000	70.0	
1615070968.97	6.458	1400000	70.0	
1615070969.17	6.458	1300000	70.0	
1615070969.37	6.458	1200000	69.0	
1615070969.57	6.458	1300000	69.0	
1615070969.77	6.458	1400000	70.0	
1615070969.97	5.905	1300000	70.0	
1615070970.17	5.905	1200000	69.0	
1615070970.37	5.905	1300000	69.0	
1615070970.57	5.905	1200000	69.0	
1615070970.77	5.931	1300000	69.0	
1615070970.97	5.931	1400000	70.0	
1615070971.17	5.931	1300000	70.0	
1615070971.37	5.931	1200000	69.0	
1615070971.57	5.931	1300000	69.0	
1615070971.77	5.859	1400000	70.0	
1615070971.97	5.859	1300000	70.0	
1615070972.18	5.859	1200000	69.0	
1615070972.38	5.859	1300000	69.0	
1615070972.58	5.859	1400000	70.0	
1615070972.78	6.305	1300000	70.0	
1615070972.98	6.305	1200000	69.0	
1615070973.18	6.305	1300000	69.0	
1615070973.38	6.305	1400000	70.0	
1615070973.58	6.305	1300000	70.0	
1615070973.78	6.401	1200000	69.0	
1615070973.98	6.401	1300000	69.0	
1615070974.18	6.401	1400000	70.0	
1615070974.38	6.401	1300000	70.0	
1615070974.58	6.401	1200000	69.0	
1615070974.78	6.401	1300000	69.0	
1615070974.98	6.061	1400000	70.0	
1615070975.18	6.061	1300000	70.0	
1615070975.38	6.061	1200000	69.0	
1615070975.58	6.061	1300000	69.0	
1615070975.78	6.061	1200000	69.0	
1615070975.98	5.779	1300000	69.0	
1615070976.18	5.779	1200000	69.0	
1615070976.38	5.779	1300000	69.0	
1615070976.58	5.779	1400000	70.0	
1615070976.79	6.409	1300000	70.0	
1615070976.99	6.409	1400000	70.0	
1615070977.19	6.409	1300000	70.0	
1615070977.39	6.409	1200000	69.0	
1615070977.59	6.409	1300000	69.0	
1615070977.79	6.409	1400000	70.0	
1615070977.99	5.874	1300000	70.0	
1615070978.19	5.874	1200000	69.0	
1615070978.39	5.874	1300000	70.0	
1615070978.59	5.874	1400000	70.0	
1615070978.79	6.389	1300000	70.0	
1615070978.99	6.389	1200000	69.0	
1615070979.19	6.389	1300000	70.0	
1615070979.39	6.389	1400000	70.0	
1615070979.59	6.389	1300000	70.0	
1615070979.79	6.271	1200000	69.0	
1615070979.99	6.271	1300000	69.0	
1615070980.19	6.271	1200000	69.0	
1615070980.39	6.271	1300000	69.0	
1615070980.59	6.271	1400000	70.0	
1615070980.79	6.157	1300000	70.0	
1615070980.99	6.157	1200000	69.0	
1615070981.19	6.157	1300000	70.0	
1615070981.39	6.157	1400000	70.0	
1615070981.6	6.157	1300000	70.0	
1615070981.8	6.741	1200000	69.0	
1615070982.0	6.741	1300000	69.0	
1615070982.2	6.741	1400000	70.0	
1615070982.4	6.741	1300000	70.0	
1615070982.6	6.741	1200000	69.0	
1615070982.8	6.741	1300000	70.0	
1615070983.0	5.939	1200000	69.0	
1615070983.2	5.939	1300000	70.0	
1615070983.4	5.939	1200000	69.0	
1615070983.6	5.939	1300000	69.0	
1615070983.8	6.004	1400000	70.0	
1615070984.0	6.004	1300000	70.0	
1615070984.2	6.004	1200000	69.0	
1615070984.4	6.004	1300000	69.0	
1615070984.6	6.004	1400000	70.0	
1615070984.8	6.065	1300000	70.0	
1615070985.0	6.065	1200000	69.0	
1615070985.2	6.065	1300000	70.0	
1615070985.4	6.065	1400000	70.0	
1615070985.6	6.065	1300000	70.0	
1615070985.8	6.492	1200000	69.0	
1615070986.0	6.492	1300000	70.0	
1615070986.2	6.492	1400000	70.0	
1615070986.41	6.492	1300000	70.0	
1615070986.61	6.492	1200000	69.0	
1615070986.81	5.752	1300000	70.0	
1615070987.01	5.752	1400000	70.0	
1615070987.21	5.752	1300000	70.0	
1615070987.41	5.752	1200000	69.0	
1615070987.61	5.752	1300000	70.0	
1615070987.81	5.752	1200000	69.0	
1615070988.01	5.813	1300000	69.0	
1615070988.21	5.813	1200000	69.0	
1615070988.41	5.813	1300000	70.0	
1615070988.61	5.813	1400000	70.0	
1615070988.81	6.267	1300000	70.0	
1615070989.01	6.267	1200000	69.0	
1615070989.21	6.267	1300000	70.0	
1615070989.41	6.267	1200000	69.0	
1615070989.61	6.267	1300000	69.0	
1615070989.81	6.05	1400000	70.0	
1615070990.01	6.05	1300000	70.0	
1615070990.21	6.05	1200000	69.0	
1615070990.41	6.05	1300000	70.0	
1615070990.61	6.05	1400000	71.0	
1615070990.81	6.515	1300000	70.0	
1615070991.01	6.515	1200000	69.0	
1615070991.22	6.515	1300000	69.0	
1615070991.42	6.515	1200000	69.0	
1615070991.62	6.515	1300000	69.0	
1615070991.82	6.065	1400000	70.0	
1615070992.02	6.065	1300000	70.0	
1615070992.22	6.065	1200000	69.0	
1615070992.42	6.065	1300000	69.0	
1615070992.62	6.065	1200000	69.0	
1615070992.82	5.905	1300000	69.0	
1615070993.02	5.905	1400000	70.0	
1615070993.22	5.905	1300000	70.0	
1615070993.42	5.905	1200000	69.0	
1615070993.62	5.905	1300000	69.0	
1615070993.82	5.84	1200000	69.0	
1615070994.02	5.84	1300000	70.0	
1615070994.22	5.84	1200000	69.0	
1615070994.42	5.84	1300000	70.0	
1615070994.62	5.84	1200000	69.0	
1615070994.82	6.008	1300000	69.0	
1615070995.02	6.008	1400000	70.0	
1615070995.22	6.008	1300000	70.0	
1615070995.42	6.008	1200000	69.0	
1615070995.63	6.008	1300000	69.0	
1615070995.83	6.008	1400000	70.0	
1615070996.03	6.008	1300000	70.0	
1615070996.23	5.741	1200000	69.0	
1615070996.43	5.741	1300000	70.0	
1615070996.63	5.741	1200000	69.0	
1615070996.83	5.741	1300000	69.0	
1615070997.03	6.096	1200000	69.0	
1615070997.23	6.096	1300000	69.0	
1615070997.43	6.096	1400000	70.0	
1615070997.63	6.096	1300000	70.0	
1615070997.83	6.462	1200000	69.0	
1615070998.03	6.462	1300000	69.0	
1615070998.23	6.462	1200000	69.0	
1615070998.43	6.462	1300000	70.0	
1615070998.63	6.462	1400000	70.0	
1615070998.83	5.939	1300000	70.0	
1615070999.03	5.939	1200000	69.0	
1615070999.23	5.939	1300000	70.0	
1615070999.43	5.939	1200000	69.0	
1615070999.63	5.939	1300000	69.0	
1615070999.83	6.065	1200000	69.0	
1615071000.03	6.065	1300000	70.0	
1615071000.23	6.065	1400000	70.0	
1615071000.44	6.065	1300000	70.0	
1615071000.64	6.065	1200000	69.0	
1615071000.84	6.065	1300000	69.0	
1615071001.04	6.16	1200000	69.0	
1615071001.24	6.16	1300000	69.0	
1615071001.44	6.16	1200000	69.0	
1615071001.64	6.16	1300000	69.0	
1615071001.84	5.939	1200000	69.0	
1615071002.04	5.939	1300000	70.0	
1615071002.24	5.939	1400000	70.0	
1615071002.44	5.939	1300000	70.0	
1615071002.64	5.939	1200000	69.0	
1615071002.84	5.939	1300000	70.0	
1615071003.04	6.145	1200000	69.0	
1615071003.24	6.145	1300000	69.0	
1615071003.44	6.145	1200000	69.0	
1615071003.64	6.145	1300000	69.0	
1615071003.84	5.855	1400000	70.0	
1615071004.04	5.855	1300000	70.0	
1615071004.24	5.855	1200000	69.0	
1615071004.44	5.855	1300000	70.0	
1615071004.64	5.855	1400000	70.0	
1615071004.84	6.275	1300000	70.0	
1615071005.04	6.275	1200000	69.0	
1615071005.25	6.275	1300000	70.0	
1615071005.45	6.275	1200000	65.0	
1615071005.65	6.275	1300000	63.0	
1615071005.85	4.645	1400000	62.0	
1615071006.05	4.645	1500000	61.0	
1615071006.25	4.645	1600000	61.0	
1615071006.45	4.645	1700000	61.0	
1615071006.65	4.645	1800000	61.0	
1615071006.85	3.611	1900000	61.0	
1615071007.05	3.611	2000000	61.0	
1615071007.25	3.611	2000000	61.0	
1615071007.45	3.611	2000000	61.0	
1615071007.65	3.611	2000000	61.0	
1615071007.85	3.985	2000000	61.0	
1615071008.05	3.985	2000000	61.0	
1615071008.25	3.985	2000000	61.0	
1615071008.45	3.985	2000000	61.0	
1615071008.65	3.985	2000000	61.0	
